direction	term_id	term_name	source	pvalue_adjusted	intersection_size	term_size	precision	recall	genes
up	GO:0032502	developmental process	GO:BP	8.56e-29	288	6553	0.5603	0.0439	PADI6,TLX3,FGF3,NR5A1,KCNQ2,EN2,IRX4,PAX2,CST6,NOTUM,NKX2-8,FOXL2,HOXC10,INSRR,NKX6-1,IFNW1,NKX2-5,KRT71,KRT32,LHX2,SPATA31D4,NEUROG1,AFP,PRAME,KRT74,LHX5,CALML5,WNT16,C1QL4,DISP3,UNCX,KASH5,NKX1-2,SPEM1,SLC6A17,CHRND,DLX4,NKX2-1,GBX2,GTSF1,PRDM13,KRT5,ADAMTS20,HOXC9,HOXC13,PRSS56,SPRR1A,KRTDAP,CFAP47,ATP6V0A4,SPATA31A3,SHOX2,TBXT,TMEM132E,CYP24A1,XIRP2,S100A7,CRABP2,VGF,PITX3,ADRA2C,AKAP4,SOHLH1,DLX1,AHSG,HOXC11,DHRS2,TNNT1,M1AP,UNC13A,CNTN6,STRA6,SYT3,GABRA3,SP9,LORICRIN,GALNTL5,FBN3,SPRR1B,MSX1,MEIOSIN,WNT3A,RTN4RL2,DNAAF3,KRT81,WNT2,UNC5A,HOXC5,MKX,KRT23,FOXD1,ODAD2,KLC3,DLX2,SFRP4,DMRTA2,COL11A2,IRX3,ZIC5,LCE1C,LMX1B,SPRR2E,CCDC63,SOX1,OTX1,HTR2C,ISM1,ARC,ACOD1,EXTL1,DLX3,ALOXE3,MCIDAS,SPRR2D,SP5,KRT26,REG3A,DLX6,SIX2,TNNI3,MORC1,SH3GL3,POTEI,LHX3,NYAP1,HOXC8,TEX19,DPYSL5,ICAM5,POTEF,EPYC,CLEC5A,CRYGN,HPCAL4,CRLF1,GAL,SCN5A,IRX5,PTPRQ,CLEC3A,FGF20,FOLR1,F2,PAX7,KRT37,TBR1,TRIM67,GNGT1,TAFA3,B4GALNT1,WNT6,DKK4,BNC1,ACTL8,POTEE,KRT85,RBM46,CSH2,TH,TXNDC2,KRT16,IGF2,HES7,IGF2BP1,VAX1,AMER2,ZIC2,KREMEN2,TBX5,OTP,TMEM59L,IBSP,PAX6,PAX9,WT1,EMX1,DLL3,HRNR,FGF19,ADAMTS19,HOXC6,GRHL3,GRIN2D,FEZF1,KRT35,TLX1,NEUROG2,CFAP61,GRID2,CYP26A1,SOX14,KRT3,MMP11,F7,EN1,FOXG1,BDNF,FZD10,KRT83,DPF1,DMBX1,DMP1,ONECUT1,BHLHA9,SULT4A1,CPLX2,TP73,NKD1,ALK,COMP,OTOP1,CDH15,GBX1,MAST1,EPOP,GJB5,FSTL4,SOX2,ERFE,KRT6A,CDKN2A,MATN3,STMN4,PKP1,SHANK1,DLX5,LHX1,PIERCE1,APOH,ALX4,CASKIN1,FJX1,ADAM29,CBX2,LY6D,IRX2,CASP14,CSF3,SYT1,CECR2,CITED1,MFAP2,SPP1,WIF1,FGF21,TFAP2A,FLG,SIX3,VCX3A,CYP4A22,LPAR3,SCN1A,FOXB2,CACNA1S,NTF4,NYAP2,TUBB3,CCN6,TCHH,CHD5,SIX4,SLIT1,ELF5,EREG,RAC3,ZBED2,CATSPER1,APOA2,FGF17,SEZ6,SSX1,PLAC1,IL17F,ZNF365,DGKG,NMUR2,ANKLE1,LHCGR,IVL,CYP27B1,POU3F4,SERPINE1,POU4F1,APLP1,KRT38,POPDC3,LRTM1,POU6F2
up	GO:0048856	anatomical structure development	GO:BP	3.46e-27	269	5997	0.5233	0.0449	PADI6,TLX3,FGF3,NR5A1,KCNQ2,EN2,IRX4,PAX2,CST6,NOTUM,NKX2-8,FOXL2,HOXC10,INSRR,NKX6-1,IFNW1,NKX2-5,KRT71,KRT32,LHX2,NEUROG1,AFP,KRT74,LHX5,CALML5,WNT16,DISP3,UNCX,KASH5,SPEM1,SLC6A17,CHRND,NKX2-1,GBX2,PRDM13,KRT5,HOXC9,HOXC13,PRSS56,SPRR1A,KRTDAP,CFAP47,SHOX2,TBXT,TMEM132E,XIRP2,S100A7,CRABP2,VGF,PITX3,ADRA2C,AKAP4,SOHLH1,DLX1,AHSG,HOXC11,DHRS2,TNNT1,UNC13A,CNTN6,STRA6,SYT3,GABRA3,SP9,LORICRIN,GALNTL5,FBN3,SPRR1B,MSX1,MEIOSIN,WNT3A,RTN4RL2,DNAAF3,KRT81,WNT2,UNC5A,HOXC5,MKX,KRT23,FOXD1,ODAD2,KLC3,DLX2,SFRP4,DMRTA2,COL11A2,IRX3,ZIC5,LCE1C,LMX1B,SPRR2E,CCDC63,SOX1,OTX1,ISM1,ARC,ACOD1,EXTL1,DLX3,ALOXE3,MCIDAS,SPRR2D,SP5,KRT26,REG3A,DLX6,SIX2,TNNI3,SH3GL3,POTEI,LHX3,NYAP1,HOXC8,TEX19,DPYSL5,ICAM5,POTEF,EPYC,CLEC5A,CRYGN,HPCAL4,CRLF1,GAL,SCN5A,IRX5,PTPRQ,CLEC3A,FGF20,FOLR1,F2,PAX7,KRT37,TBR1,TRIM67,GNGT1,TAFA3,B4GALNT1,WNT6,DKK4,BNC1,ACTL8,POTEE,KRT85,RBM46,CSH2,TH,KRT16,IGF2,HES7,IGF2BP1,VAX1,AMER2,ZIC2,KREMEN2,TBX5,OTP,TMEM59L,IBSP,PAX6,PAX9,WT1,EMX1,DLL3,HRNR,FGF19,ADAMTS19,HOXC6,GRHL3,GRIN2D,FEZF1,KRT35,TLX1,NEUROG2,CFAP61,GRID2,CYP26A1,SOX14,KRT3,F7,EN1,FOXG1,BDNF,FZD10,KRT83,DPF1,DMBX1,DMP1,ONECUT1,SULT4A1,CPLX2,TP73,NKD1,ALK,COMP,OTOP1,CDH15,GBX1,MAST1,EPOP,GJB5,FSTL4,SOX2,ERFE,KRT6A,CDKN2A,MATN3,STMN4,PKP1,SHANK1,DLX5,LHX1,PIERCE1,APOH,ALX4,CASKIN1,FJX1,ADAM29,CBX2,LY6D,IRX2,CASP14,CSF3,SYT1,CECR2,CITED1,MFAP2,SPP1,WIF1,FGF21,TFAP2A,FLG,SIX3,VCX3A,CYP4A22,LPAR3,SCN1A,FOXB2,CACNA1S,NTF4,NYAP2,TUBB3,CCN6,TCHH,CHD5,SIX4,SLIT1,EREG,RAC3,ZBED2,APOA2,FGF17,SEZ6,PLAC1,IL17F,ZNF365,DGKG,NMUR2,ANKLE1,LHCGR,IVL,CYP27B1,POU3F4,SERPINE1,POU4F1,APLP1,KRT38,POPDC3,LRTM1,POU6F2
up	GO:0048513	animal organ development	GO:BP	1.60e-24	173	3085	0.3366	0.0561	TLX3,FGF3,NR5A1,EN2,IRX4,PAX2,NOTUM,NKX2-8,FOXL2,NKX6-1,NKX2-5,KRT71,LHX2,NEUROG1,AFP,KRT74,LHX5,WNT16,UNCX,SLC6A17,CHRND,NKX2-1,GBX2,PRDM13,KRT5,HOXC9,HOXC13,PRSS56,SPRR1A,SHOX2,TBXT,TMEM132E,XIRP2,S100A7,VGF,PITX3,DLX1,AHSG,HOXC11,STRA6,LORICRIN,SPRR1B,MSX1,WNT3A,DNAAF3,KRT81,WNT2,MKX,FOXD1,ODAD2,DLX2,SFRP4,DMRTA2,COL11A2,IRX3,LCE1C,SPRR2E,SOX1,OTX1,DLX3,ALOXE3,SPRR2D,SP5,REG3A,DLX6,SIX2,TNNI3,LHX3,HOXC8,TEX19,EPYC,CRYGN,CRLF1,GAL,SCN5A,IRX5,PTPRQ,FGF20,FOLR1,PAX7,TBR1,GNGT1,WNT6,DKK4,POTEE,KRT85,CSH2,TH,KRT16,IGF2,IGF2BP1,VAX1,ZIC2,TBX5,OTP,TMEM59L,IBSP,PAX6,PAX9,WT1,EMX1,DLL3,HRNR,FGF19,ADAMTS19,GRHL3,GRIN2D,FEZF1,TLX1,NEUROG2,GRID2,CYP26A1,SOX14,KRT3,F7,EN1,FOXG1,KRT83,DMBX1,DMP1,ONECUT1,TP73,NKD1,ALK,COMP,OTOP1,MAST1,GJB5,SOX2,KRT6A,MATN3,PKP1,DLX5,LHX1,ALX4,FJX1,ADAM29,IRX2,CASP14,CECR2,CITED1,MFAP2,SPP1,WIF1,FGF21,TFAP2A,FLG,SIX3,VCX3A,CYP4A22,CACNA1S,NTF4,TCHH,CHD5,SIX4,SLIT1,EREG,RAC3,ZBED2,APOA2,FGF17,SEZ6,PLAC1,IL17F,ZNF365,LHCGR,IVL,CYP27B1,POU3F4,SERPINE1,POU4F1,APLP1,POPDC3
up	GO:0032501	multicellular organismal process	GO:BP	4.74e-24	298	7322	0.5798	0.0407	PADI6,TLX3,FGF3,NR5A1,SFTPC,KCNQ2,EN2,IRX4,GFY,PAX2,OR2T2,OR51B2,NOTUM,NKX2-8,FOXL2,HOXC10,INSRR,NKX6-1,OR51B5,PGA5,IFNW1,NKX2-5,KRT71,LHX2,NEUROG1,AFP,NPW,CALHM3,KRT74,LHX5,WNT16,DISP3,UNCX,SPEM1,SLC6A17,CHRND,NKX2-1,GBX2,PRDM13,CST1,KRT5,PVALEF,HOXC9,HOXC13,PRSS56,ELOVL3,SPRR1A,ATP6V0A4,SHOX2,TBXT,TMEM132E,CYP24A1,XIRP2,S100A7,CRABP2,VGF,PITX3,ADRA2C,DLX1,SFTPA1,AHSG,HOXC11,DHRS2,TNNT1,UNC13A,OR52D1,CNTN6,STRA6,SYT3,GABRA3,SP9,LORICRIN,SPRR1B,MSX1,OR51Q1,WNT3A,RTN4RL2,DNAAF3,KRT81,WNT2,UNC5A,HOXC5,FOXD1,ODAD2,OLR1,DLX2,SFRP4,DMRTA2,COL11A2,SLC8A2,GUCY2F,OR51B6,IRX3,ZIC5,LCE1C,HMHB1,CST2,LMX1B,SPRR2E,SOX1,OTX1,HTR2C,ISM1,ARC,ACOD1,MYH8,EXTL1,OR51I1,DLX3,ALOXE3,SPRR2D,SP5,OR51I2,FGB,OTOG,REG3A,DLX6,SIX2,ULBP2,TNNI3,MORC1,SH3GL3,POTEI,LHX3,CHRNA6,NYAP1,HOXC8,TEX19,ATP1A3,DPYSL5,ICAM5,POTEF,EPYC,GJA3,CLEC5A,HTR7,CRYGN,HPCAL4,CRLF1,GAL,SCN5A,IRX5,PTPRQ,LPA,IGDCC3,CLEC3A,FGF20,FOLR1,F2,TBR1,TRIM67,CEL,GNGT1,TAFA3,B4GALNT1,WNT6,PAK5,SLC35D3,NTSR1,DKK4,POTEE,KRT85,RBM46,TH,IL36RN,KRT16,IGF2,ULBP1,HES7,IGF2BP1,VAX1,ZIC2,KREMEN2,TBX5,OTP,TRDN,TMEM59L,IBSP,PAX6,WT1,EMX1,DLL3,HRNR,FGF19,ADAMTS19,HOXC6,GRHL3,GRIN2D,FEZF1,NEUROG2,TFR2,GRID2,CYP26A1,CNTNAP4,SOX14,KRT3,UCN2,F7,EN1,FOXG1,BDNF,FZD10,KRT83,CLPSL2,AKAP12,DPF1,DMBX1,DMP1,ONECUT1,SULT4A1,CPLX2,TP73,NKD1,ALK,COMP,OTOP1,NPB,GBX1,MAST1,EPOP,GJB5,FSTL4,SOX2,ERFE,KRT6A,CDKN2A,MATN3,STMN4,PKP1,SHANK1,DLX5,LHX1,PIERCE1,APOH,ALX4,CASKIN1,FJX1,ADAM29,CBX2,TMPRSS11E,GAD1,TAC1,LY6D,IRX2,CASP14,CSF3,RASL10B,SYT1,CECR2,CITED1,MFAP2,SPP1,WIF1,FGF21,TFAP2A,DNAH9,ADAM11,SIX3,OR52E4,VCX3A,CYP4A22,LPAR3,SCN1A,CACNA1S,NTF4,NYAP2,TUBB3,CCN6,TCHH,CHD5,SIX4,SLIT1,EREG,RAC3,ZBED2,PSG6,APOA2,FGF17,SEZ6,SLC4A3,CKMT2,IL17F,ZNF365,SLC24A2,DGKG,NMUR2,DSG1,LHCGR,IVL,CYP27B1,ABCC2,POU3F4,SERPINE1,POU4F1,APLP1,POPDC3,LRTM1,POU6F2
up	GO:0030154	cell differentiation	GO:BP	1.24e-23	215	4437	0.4183	0.0485	TLX3,FGF3,NR5A1,EN2,IRX4,PAX2,NKX2-8,FOXL2,HOXC10,NKX6-1,IFNW1,NKX2-5,KRT71,KRT32,LHX2,SPATA31D4,NEUROG1,PRAME,KRT74,LHX5,WNT16,C1QL4,DISP3,UNCX,KASH5,NKX1-2,SPEM1,DLX4,NKX2-1,GBX2,GTSF1,PRDM13,KRT5,ADAMTS20,SPRR1A,KRTDAP,CFAP47,SPATA31A3,SHOX2,TBXT,TMEM132E,CYP24A1,S100A7,CRABP2,PITX3,ADRA2C,AKAP4,SOHLH1,DLX1,DHRS2,TNNT1,M1AP,UNC13A,CNTN6,SYT3,LORICRIN,GALNTL5,SPRR1B,MSX1,MEIOSIN,WNT3A,RTN4RL2,KRT81,WNT2,UNC5A,MKX,KRT23,FOXD1,KLC3,DLX2,SFRP4,DMRTA2,COL11A2,IRX3,ZIC5,LCE1C,LMX1B,SPRR2E,CCDC63,SOX1,HTR2C,ARC,DLX3,ALOXE3,MCIDAS,SPRR2D,KRT26,REG3A,DLX6,SIX2,TNNI3,MORC1,SH3GL3,POTEI,LHX3,NYAP1,HOXC8,TEX19,DPYSL5,POTEF,CLEC5A,IRX5,PTPRQ,FGF20,FOLR1,F2,PAX7,KRT37,TBR1,TRIM67,GNGT1,TAFA3,WNT6,BNC1,ACTL8,POTEE,KRT85,RBM46,TH,TXNDC2,KRT16,IGF2,HES7,IGF2BP1,VAX1,ZIC2,TBX5,OTP,IBSP,PAX6,WT1,EMX1,DLL3,HRNR,FGF19,FEZF1,KRT35,NEUROG2,CFAP61,GRID2,SOX14,KRT3,MMP11,EN1,FOXG1,BDNF,FZD10,KRT83,DPF1,ONECUT1,SULT4A1,CPLX2,TP73,NKD1,ALK,COMP,GBX1,EPOP,GJB5,FSTL4,SOX2,ERFE,KRT6A,CDKN2A,STMN4,PKP1,SHANK1,DLX5,LHX1,CBX2,LY6D,IRX2,CASP14,CSF3,SYT1,CECR2,CITED1,MFAP2,SPP1,WIF1,FGF21,TFAP2A,FLG,SIX3,LPAR3,FOXB2,CACNA1S,NTF4,NYAP2,TUBB3,CCN6,TCHH,CHD5,SIX4,SLIT1,ELF5,EREG,RAC3,ZBED2,CATSPER1,FGF17,SEZ6,ZNF365,DGKG,ANKLE1,IVL,CYP27B1,POU3F4,SERPINE1,POU4F1,APLP1,KRT38,POPDC3,LRTM1,POU6F2
up	GO:0048869	cellular developmental process	GO:BP	1.28e-23	215	4438	0.4183	0.0484	TLX3,FGF3,NR5A1,EN2,IRX4,PAX2,NKX2-8,FOXL2,HOXC10,NKX6-1,IFNW1,NKX2-5,KRT71,KRT32,LHX2,SPATA31D4,NEUROG1,PRAME,KRT74,LHX5,WNT16,C1QL4,DISP3,UNCX,KASH5,NKX1-2,SPEM1,DLX4,NKX2-1,GBX2,GTSF1,PRDM13,KRT5,ADAMTS20,SPRR1A,KRTDAP,CFAP47,SPATA31A3,SHOX2,TBXT,TMEM132E,CYP24A1,S100A7,CRABP2,PITX3,ADRA2C,AKAP4,SOHLH1,DLX1,DHRS2,TNNT1,M1AP,UNC13A,CNTN6,SYT3,LORICRIN,GALNTL5,SPRR1B,MSX1,MEIOSIN,WNT3A,RTN4RL2,KRT81,WNT2,UNC5A,MKX,KRT23,FOXD1,KLC3,DLX2,SFRP4,DMRTA2,COL11A2,IRX3,ZIC5,LCE1C,LMX1B,SPRR2E,CCDC63,SOX1,HTR2C,ARC,DLX3,ALOXE3,MCIDAS,SPRR2D,KRT26,REG3A,DLX6,SIX2,TNNI3,MORC1,SH3GL3,POTEI,LHX3,NYAP1,HOXC8,TEX19,DPYSL5,POTEF,CLEC5A,IRX5,PTPRQ,FGF20,FOLR1,F2,PAX7,KRT37,TBR1,TRIM67,GNGT1,TAFA3,WNT6,BNC1,ACTL8,POTEE,KRT85,RBM46,TH,TXNDC2,KRT16,IGF2,HES7,IGF2BP1,VAX1,ZIC2,TBX5,OTP,IBSP,PAX6,WT1,EMX1,DLL3,HRNR,FGF19,FEZF1,KRT35,NEUROG2,CFAP61,GRID2,SOX14,KRT3,MMP11,EN1,FOXG1,BDNF,FZD10,KRT83,DPF1,ONECUT1,SULT4A1,CPLX2,TP73,NKD1,ALK,COMP,GBX1,EPOP,GJB5,FSTL4,SOX2,ERFE,KRT6A,CDKN2A,STMN4,PKP1,SHANK1,DLX5,LHX1,CBX2,LY6D,IRX2,CASP14,CSF3,SYT1,CECR2,CITED1,MFAP2,SPP1,WIF1,FGF21,TFAP2A,FLG,SIX3,LPAR3,FOXB2,CACNA1S,NTF4,NYAP2,TUBB3,CCN6,TCHH,CHD5,SIX4,SLIT1,ELF5,EREG,RAC3,ZBED2,CATSPER1,FGF17,SEZ6,ZNF365,DGKG,ANKLE1,IVL,CYP27B1,POU3F4,SERPINE1,POU4F1,APLP1,KRT38,POPDC3,LRTM1,POU6F2
up	GO:0009888	tissue development	GO:BP	1.85e-20	127	2032	0.2471	0.0625	FGF3,NR5A1,PAX2,CST6,NOTUM,FOXL2,NKX6-1,NKX2-5,KRT71,KRT32,LHX2,KRT74,CALML5,WNT16,UNCX,CHRND,NKX2-1,GBX2,KRT5,HOXC13,SPRR1A,KRTDAP,SHOX2,TBXT,TMEM132E,XIRP2,S100A7,CRABP2,AHSG,HOXC11,STRA6,LORICRIN,SPRR1B,MSX1,WNT3A,KRT81,WNT2,KRT23,FOXD1,DLX2,SFRP4,DMRTA2,COL11A2,IRX3,LCE1C,SPRR2E,ARC,DLX3,ALOXE3,MCIDAS,SPRR2D,KRT26,REG3A,DLX6,SIX2,TNNI3,LHX3,EPYC,CRLF1,GAL,SCN5A,PTPRQ,FGF20,FOLR1,PAX7,KRT37,WNT6,DKK4,BNC1,ACTL8,KRT85,KRT16,IGF2,HES7,VAX1,AMER2,TBX5,OTP,TMEM59L,IBSP,PAX6,PAX9,WT1,EMX1,DLL3,HRNR,GRHL3,KRT35,KRT3,EN1,KRT83,DMP1,ONECUT1,TP73,NKD1,COMP,OTOP1,GJB5,SOX2,KRT6A,MATN3,PKP1,DLX5,LHX1,ALX4,IRX2,CASP14,CECR2,CITED1,SPP1,TFAP2A,FLG,SIX3,CACNA1S,NTF4,TUBB3,TCHH,SIX4,EREG,ZBED2,IL17F,IVL,CYP27B1,SERPINE1,POU4F1,KRT38,POPDC3
up	GO:0030182	neuron differentiation	GO:BP	3.32e-18	100	1451	0.1946	0.0689	TLX3,EN2,IRX4,PAX2,NKX2-8,HOXC10,NKX6-1,NKX2-5,LHX2,NEUROG1,LHX5,WNT16,DISP3,UNCX,NKX2-1,GBX2,PRDM13,SHOX2,TMEM132E,CRABP2,PITX3,ADRA2C,DLX1,UNC13A,CNTN6,SYT3,WNT3A,RTN4RL2,WNT2,UNC5A,FOXD1,DLX2,DMRTA2,IRX3,LMX1B,SOX1,ARC,DLX3,SH3GL3,POTEI,LHX3,NYAP1,HOXC8,DPYSL5,POTEF,IRX5,PTPRQ,FGF20,FOLR1,TBR1,TRIM67,GNGT1,WNT6,POTEE,TH,IGF2BP1,VAX1,OTP,PAX6,EMX1,FEZF1,NEUROG2,GRID2,SOX14,EN1,FOXG1,BDNF,FZD10,ONECUT1,SULT4A1,TP73,NKD1,ALK,GBX1,EPOP,FSTL4,SOX2,STMN4,SHANK1,DLX5,LHX1,IRX2,SYT1,CECR2,SPP1,SIX3,LPAR3,NTF4,NYAP2,TUBB3,CHD5,SLIT1,RAC3,SEZ6,ZNF365,DGKG,POU3F4,POU4F1,APLP1,LRTM1
up	GO:0060429	epithelium development	GO:BP	1.50e-17	90	1238	0.1751	0.0727	NR5A1,PAX2,FOXL2,NKX6-1,NKX2-5,KRT71,KRT32,LHX2,KRT74,WNT16,NKX2-1,GBX2,KRT5,HOXC13,SPRR1A,TBXT,TMEM132E,S100A7,STRA6,LORICRIN,SPRR1B,MSX1,WNT3A,KRT81,WNT2,KRT23,FOXD1,SFRP4,IRX3,LCE1C,SPRR2E,DLX3,ALOXE3,MCIDAS,SPRR2D,KRT26,REG3A,DLX6,SIX2,LHX3,CRLF1,GAL,PTPRQ,FGF20,FOLR1,KRT37,WNT6,DKK4,ACTL8,KRT85,KRT16,HES7,VAX1,TBX5,OTP,TMEM59L,PAX6,WT1,EMX1,DLL3,HRNR,GRHL3,KRT35,KRT3,EN1,KRT83,ONECUT1,TP73,NKD1,KRT6A,PKP1,DLX5,LHX1,ALX4,IRX2,CASP14,CECR2,CITED1,TFAP2A,FLG,SIX3,NTF4,TCHH,SIX4,EREG,ZBED2,IVL,CYP27B1,SERPINE1,KRT38
up	GO:0048699	generation of neurons	GO:BP	1.86e-17	102	1536	0.1984	0.0664	TLX3,EN2,IRX4,PAX2,NKX2-8,HOXC10,NKX6-1,NKX2-5,LHX2,NEUROG1,LHX5,WNT16,DISP3,UNCX,NKX2-1,GBX2,PRDM13,SHOX2,TMEM132E,CRABP2,PITX3,ADRA2C,DLX1,UNC13A,CNTN6,SYT3,WNT3A,RTN4RL2,WNT2,UNC5A,FOXD1,DLX2,DMRTA2,IRX3,LMX1B,SOX1,ARC,DLX3,SH3GL3,POTEI,LHX3,NYAP1,HOXC8,DPYSL5,POTEF,IRX5,PTPRQ,FGF20,FOLR1,TBR1,TRIM67,GNGT1,TAFA3,WNT6,POTEE,TH,IGF2BP1,VAX1,OTP,PAX6,EMX1,FEZF1,NEUROG2,GRID2,SOX14,EN1,FOXG1,BDNF,FZD10,ONECUT1,SULT4A1,TP73,NKD1,ALK,GBX1,EPOP,FSTL4,SOX2,STMN4,SHANK1,DLX5,LHX1,IRX2,SYT1,CECR2,SPP1,SIX3,LPAR3,NTF4,NYAP2,TUBB3,CHD5,SIX4,SLIT1,RAC3,SEZ6,ZNF365,DGKG,POU3F4,POU4F1,APLP1,LRTM1
