direction	term_id	term_name	source	pvalue_adjusted	intersection_size	term_size	precision	recall	genes
up	GO:0001533	cornified envelope	GO:CC	2.09e-12	8	60	0.2667	0.1333	SPRR2B,SPRR2E,SPRR2A,PI3,KRT2,SPRR2D,DSC1,SPRR2F
up	REAC:R-HSA-6809371	Formation of the cornified envelope	REAC	1.99e-09	9	129	0.3600	0.0698	SPRR2B,SPRR2E,SPRR2A,PI3,KRT2,SPRR2D,KLK8,DSC1,SPRR2F
up	REAC:R-HSA-6799990	Metal sequestration by antimicrobial proteins	REAC	1.12e-07	4	6	0.1600	0.6667	S100A7,S100A8,S100A9,S100A7A
up	REAC:R-HSA-6805567	Keratinization	REAC	2.06e-07	9	216	0.3600	0.0417	SPRR2B,SPRR2E,SPRR2A,PI3,KRT2,SPRR2D,KLK8,DSC1,SPRR2F
up	REAC:R-HSA-6803157	Antimicrobial peptides	REAC	2.11e-05	6	96	0.2400	0.0625	S100A7,S100A8,S100A9,PI3,S100A7A,GNLY
up	GO:0050786	RAGE receptor binding	GO:MF	9.48e-05	3	10	0.1111	0.3000	S100A7,S100A8,S100A9
up	GO:0031424	keratinization	GO:BP	1.34e-04	5	83	0.1786	0.0602	SPRR2B,SPRR2E,KRT2,SPRR2D,SPRR2F
up	GO:0006955	immune response	GO:BP	1.40e-04	14	2070	0.5000	0.0068	S100A7,S100A8,S100A9,SPRR2A,PI3,SERPINB4,CST7,PSTPIP1,GNLY,CXCR6,IL2RA,CD2,OAS1,CTLA4
up	GO:0030216	keratinocyte differentiation	GO:BP	1.88e-04	6	178	0.2143	0.0337	S100A7,SPRR2B,SPRR2E,KRT2,SPRR2D,SPRR2F
up	GO:0006952	defense response	GO:BP	3.38e-04	13	1853	0.4643	0.0070	S100A7,S100A8,S100A9,SPRR2A,PI3,SERPINB4,CST7,PSTPIP1,GNLY,CXCR6,IL2RA,CD2,OAS1
up	GO:1990660	calprotectin complex	GO:CC	3.71e-04	2	2	0.0667	1.0000	S100A8,S100A9
up	GO:0071944	cell periphery	GO:CC	6.71e-04	21	6347	0.7000	0.0033	S100A7,S100A8,S100A9,SPRR2B,SPRR2E,SPRR2A,PI3,SERPINB4,KRT2,SPRR2D,TIGIT,PSTPIP1,DSC1,CXCR6,SPRR2F,SLC16A10,IL2RA,CD2,IGFLR1,CTLA4,NPFFR1
up	GO:0005886	plasma membrane	GO:CC	9.87e-04	20	5866	0.6667	0.0034	S100A8,S100A9,SPRR2B,SPRR2E,SPRR2A,PI3,SERPINB4,KRT2,SPRR2D,TIGIT,PSTPIP1,DSC1,CXCR6,SPRR2F,SLC16A10,IL2RA,CD2,IGFLR1,CTLA4,NPFFR1
up	KEGG:04657	IL-17 signaling pathway	KEGG	1.02e-03	4	92	0.2667	0.0435	S100A7,S100A8,S100A9,S100A7A
up	GO:0002376	immune system process	GO:BP	1.14e-03	15	2871	0.5357	0.0052	S100A7,S100A8,S100A9,SPRR2A,PI3,SERPINB4,CST7,TIGIT,PSTPIP1,GNLY,CXCR6,IL2RA,CD2,OAS1,CTLA4
up	GO:0008544	epidermis development	GO:BP	1.20e-03	7	398	0.2500	0.0176	S100A7,SPRR2B,SPRR2E,CALML5,KRT2,SPRR2D,SPRR2F
up	GO:0140546	defense response to symbiont	GO:BP	1.21e-03	10	1082	0.3571	0.0092	S100A7,S100A8,S100A9,SPRR2A,PI3,SERPINB4,PSTPIP1,GNLY,CD2,OAS1
up	GO:0048306	calcium-dependent protein binding	GO:MF	1.32e-03	4	79	0.1481	0.0506	S100A7,S100A8,S100A9,S100A7A
up	GO:0009913	epidermal cell differentiation	GO:BP	1.49e-03	6	253	0.2143	0.0237	S100A7,SPRR2B,SPRR2E,KRT2,SPRR2D,SPRR2F
up	GO:0070488	neutrophil aggregation	GO:BP	2.95e-03	2	2	0.0714	1.0000	S100A8,S100A9
up	GO:0019730	antimicrobial humoral response	GO:BP	3.42e-03	5	159	0.1786	0.0314	S100A7,S100A9,SPRR2A,PI3,GNLY
up	GO:0035662	Toll-like receptor 4 binding	GO:MF	3.86e-03	2	4	0.0741	0.5000	S100A8,S100A9
up	GO:0098542	defense response to other organism	GO:BP	4.93e-03	10	1263	0.3571	0.0079	S100A7,S100A8,S100A9,SPRR2A,PI3,SERPINB4,PSTPIP1,GNLY,CD2,OAS1
up	GO:0030280	structural constituent of skin epidermis	GO:MF	5.99e-03	3	37	0.1111	0.0811	SPRR2E,PI3,KRT2
up	GO:0005576	extracellular region	GO:CC	6.49e-03	16	4258	0.5333	0.0038	S100A7,S100A8,S100A9,SPRR2A,PI3,CALML5,SERPINB4,S100A7A,KRT2,PCSK5,CST7,KLK8,GNLY,DSC1,CD2,OAS1
up	GO:0043588	skin development	GO:BP	6.58e-03	6	327	0.2143	0.0183	S100A7,SPRR2B,SPRR2E,KRT2,SPRR2D,SPRR2F
up	GO:0009605	response to external stimulus	GO:BP	7.11e-03	13	2415	0.4643	0.0054	S100A7,S100A8,S100A9,SPRR2A,PI3,SERPINB4,CST7,PSTPIP1,GNLY,CXCR6,IL2RA,CD2,OAS1
up	GO:0042742	defense response to bacterium	GO:BP	7.18e-03	6	332	0.2143	0.0181	S100A8,S100A9,SPRR2A,PI3,GNLY,OAS1
up	GO:0018149	peptide cross-linking	GO:BP	1.30e-02	3	29	0.1071	0.1034	SPRR2E,PI3,KRT2
up	GO:0050543	icosatetraenoic acid binding	GO:MF	1.35e-02	2	7	0.0741	0.2857	S100A8,S100A9
up	GO:0050544	arachidonate binding	GO:MF	1.35e-02	2	7	0.0741	0.2857	S100A8,S100A9
down	GO:0032963	collagen metabolic process	GO:BP	1.60e-02	3	104	0.3000	0.0288	SERPINH1,ITGB1,VIM
up	GO:0050542	icosanoid binding	GO:MF	1.79e-02	2	8	0.0741	0.2500	S100A8,S100A9
up	GO:0030141	secretory granule	GO:CC	3.52e-02	7	907	0.2333	0.0077	S100A7,S100A8,S100A9,SPRR2A,CALML5,KLK8,DSC1
up	GO:0002682	regulation of immune system process	GO:BP	3.61e-02	10	1581	0.3571	0.0063	S100A7,S100A8,S100A9,SERPINB4,CST7,TIGIT,IL2RA,CD2,OAS1,CTLA4
up	GO:0051707	response to other organism	GO:BP	3.84e-02	10	1592	0.3571	0.0063	S100A7,S100A8,S100A9,SPRR2A,PI3,SERPINB4,PSTPIP1,GNLY,CD2,OAS1
up	GO:0043207	response to external biotic stimulus	GO:BP	3.90e-02	10	1595	0.3571	0.0063	S100A7,S100A8,S100A9,SPRR2A,PI3,SERPINB4,PSTPIP1,GNLY,CD2,OAS1
down	GO:0005788	endoplasmic reticulum lumen	GO:CC	4.56e-02	3	313	0.2727	0.0096	SERPINH1,RCN1,P4HA1
up	GO:0009607	response to biotic stimulus	GO:BP	4.81e-02	10	1634	0.3571	0.0061	S100A7,S100A8,S100A9,SPRR2A,PI3,SERPINB4,PSTPIP1,GNLY,CD2,OAS1
up	GO:0035325	Toll-like receptor binding	GO:MF	4.98e-02	2	13	0.0741	0.1538	S100A8,S100A9
