direction	term_id	term_name	source	pvalue_adjusted	intersection_size	term_size	precision	recall	genes
down	GO:0048513	animal organ development	GO:BP	1.73e-28	133	3085	0.4143	0.0431	EFEMP1,HSPB7,COL3A1,STC2,CSF2,KRT19,WNT5A,EPCAM,TEAD4,ANKRD1,SOX9,COL1A1,NR2F2,TEAD1,PKP3,LIF,CCN2,COL5A1,TNC,CDH11,AGR2,COL1A2,PKP1,PDLIM4,DLX3,EFNA2,CCND1,IGF2BP1,CCN1,BICC1,SPRY4,FOXF2,CLDN18,SKOR2,IQGAP3,COL8A1,HOXC11,SALL4,PARVA,HOXC8,TREH,COL6A3,FN1,IRX2,SLC44A4,DKK1,MEIS2,MMP2,TBX18,KLF15,IL17A,FST,IL6,ITGA11,SLC2A10,CENPF,FGF18,ITGB8,ESRP1,FAIM2,RBFOX2,FERMT2,CLDN1,SERPINH1,SLC1A1,COL4A1,DSG2,GFRA1,FGF1,TFAP2C,SPP1,EBF2,ONECUT2,DCN,KRT7,INHBA,NFATC4,MB,FGF23,SIX1,HNF1B,SEZ6L2,FOXG1,CCBE1,DZIP1,LAMB3,SULF1,MYH14,NNMT,CYP1A1,KCNJ8,NPNT,ASCL1,FERMT1,ETV4,SLIT2,VSTM4,FZD7,FAT1,TFAP2A,FOXQ1,COMP,ENPP1,IRX5,NES,COL27A1,PITX1,NFASC,ZBED2,EXPH5,ELN,CPS1,MFAP2,THY1,NTNG1,TIE1,EMP2,ERRFI1,PHLDB1,SEMA3F,RASAL2,FBN1,NPHS1,BARX2,EGR2,SLC39A14,IGSF3,ASPM,AURKA,LRIG3,PTHLH,ASS1,CDH17
down	GO:0007275	multicellular organism development	GO:BP	4.58e-25	162	4727	0.5047	0.0343	EFEMP1,HSPB7,COL3A1,STC2,CSF2,IL2,KRT19,WNT5A,EPCAM,TEAD4,ANKRD1,SOX9,COL1A1,MAL2,NR2F2,TEAD1,PKP3,LIF,CCN2,COL5A1,TNC,CDH11,AGR2,CHAC1,CREB3L1,F3,COL1A2,PKP1,PDLIM4,DLX3,HOXC6,EFNA2,CCND1,TM4SF1,IGF2BP1,CCN1,BICC1,SPRY4,FOXF2,CLDN18,SKOR2,KIAA1217,COL8A1,HOXC11,SALL4,PARVA,HOXC8,B4GALNT1,FN1,IRX2,TCIM,SLC44A4,CSF3,DKK1,MEIS2,MMP2,TBX18,KLF15,IL17A,PTPN14,FST,TJP1,IL6,PTPRG,SLC2A10,CENPF,FGF18,IFNG,ITGB8,ESRP1,FAIM2,RBFOX2,CDH13,FERMT2,IL23R,CLDN1,ENAH,SERPINH1,CCNB1,SLC1A1,CLDN11,COL4A1,DSG2,GFRA1,FGF1,TFAP2C,SPP1,PTGIS,ONECUT2,DCN,INHBA,NEK2,NFATC4,HNF4A,MB,SHROOM3,FGF23,SIX1,TOP2A,HNF1B,SEZ6L2,FOXG1,CCBE1,DZIP1,LAMB3,SULF1,EFNB3,CYP1A1,KCNJ8,NPNT,ASCL1,ARC,FERMT1,ETV4,SLIT2,VSTM4,FZD7,TMEM98,PALM,FAT1,TFAP2A,GDA,COMP,ENPP1,IRX5,NES,COL27A1,PITX1,CAMK2B,PCDHGB5,NFASC,ZBED2,ELN,AICDA,CPS1,MFAP2,THY1,NTNG1,THBS2,TIE1,LAMA4,EMP2,LAMA3,ERRFI1,PHLDB1,SEMA3F,FBN1,NPHS1,BARX2,EGR2,SLC39A14,LRFN5,IGSF3,ASPM,AURKA,DSC3,PCDHGB4,LRIG3,PTHLH,ASS1,NGEF,CDH17
down	GO:0048856	anatomical structure development	GO:BP	3.88e-24	184	5997	0.5732	0.0307	EFEMP1,HSPB7,COL3A1,STC2,CSF2,IL2,KRT19,WNT5A,EPCAM,TEAD4,ANKRD1,SOX9,COL1A1,MAL2,NR2F2,FLNC,TEAD1,PKP3,LIF,CCN2,MT1G,COL5A1,TNC,CDH11,AGR2,CHAC1,CREB3L1,F3,COL1A2,PKP1,PDLIM4,DLX3,HOXC6,MAGI1,EFNA2,CCND1,TM4SF1,IGF2BP1,CCN1,BICC1,SPRY4,FOXF2,CLDN18,SKOR2,IQGAP3,KIAA1217,COL8A1,HOXC11,SALL4,PARVA,HOXC8,TREH,COL6A3,B4GALNT1,FN1,IRX2,CAP2,TCIM,SLC44A4,CSF3,DKK1,MEIS2,MMP2,TBX18,KLF15,IL17A,PTPN14,FST,TJP1,IL6,PTPRG,ITGA11,SLC2A10,CENPF,FGF18,IFNG,ITGB8,ESRP1,FAIM2,RBFOX2,CDH13,FERMT2,IL23R,CLDN1,ENAH,SERPINH1,CCNB1,SLC1A1,CLDN11,COL4A1,DSG2,GFRA1,FGF1,TFAP2C,GALNTL5,SPP1,EBF2,PTGIS,ONECUT2,DCN,KRT7,INHBA,LAMC2,NEK2,CDH15,NFATC4,HNF4A,MB,SHROOM3,FGF23,SIX1,TOP2A,HNF1B,SEZ6L2,FOXG1,CCBE1,DZIP1,LAMB3,SULF1,MYH14,NNMT,EFNB3,CYP1A1,KCNJ8,NPNT,ASCL1,ARC,FERMT1,ETV4,SLIT2,VSTM4,FZD7,TMEM98,PALM,FAT1,AKR1C2,TFAP2A,GDA,FOXQ1,COMP,ENPP1,IRX5,NES,COL27A1,PITX1,CAMK2B,PCDHGB5,NFASC,ZBED2,EXPH5,ELN,AICDA,LRATD1,CPS1,MFAP2,THY1,NTNG1,THBS2,TIE1,LAMA4,EMP2,LAMA3,ERRFI1,PHLDB1,SEMA3F,RASAL2,FBN1,NPHS1,PUS7,BARX2,EGR2,SLC39A14,LRFN5,IGSF3,ASPM,AURKA,DSC3,PCDHGB4,LRIG3,PTHLH,ASS1,NGEF,CDH17,CCNO
down	GO:0032502	developmental process	GO:BP	3.23e-23	192	6553	0.5981	0.0293	EFEMP1,HSPB7,COL3A1,STC2,CSF2,TFF1,IL2,KRT19,PRAME,WNT5A,EPCAM,TEAD4,PLA2G2A,ANKRD1,SOX9,COL1A1,MAL2,NR2F2,FLNC,TEAD1,TSPAN8,PKP3,LIF,CCN2,MT1G,COL5A1,TNC,CDH11,AGR2,CHAC1,CREB3L1,F3,COL1A2,PKP1,PDLIM4,DLX3,HOXC6,MAGI1,EFNA2,CCND1,TM4SF1,IGF2BP1,CCN1,BICC1,SPRY4,FOXF2,CLDN18,SKOR2,IQGAP3,KIAA1217,COL8A1,HOXC11,SALL4,PARVA,RAI14,HOXC8,TREH,COL6A3,B4GALNT1,FN1,IRX2,CAP2,TCIM,SLC44A4,SSX1,CSF3,DKK1,MEIS2,MMP2,TBX18,KLF15,IL17A,PTPN14,FST,TJP1,IL6,PTPRG,ITGA11,SLC2A10,CENPF,FGF18,IFNG,ITGB8,ESRP1,FAIM2,RBFOX2,CDH13,FERMT2,IL23R,CLDN1,ENAH,SERPINH1,CCNB1,SLC1A1,CLDN11,COL4A1,DSG2,GFRA1,FGF1,TFAP2C,GALNTL5,SPP1,EBF2,PTGIS,PRDM16,ONECUT2,DCN,KRT7,INHBA,LAMC2,NEK2,CDH15,NFATC4,HNF4A,MB,SHROOM3,FGF23,SIX1,TOP2A,HNF1B,SEZ6L2,FOXG1,CCBE1,DZIP1,LAMB3,SULF1,MYH14,NNMT,EFNB3,CYP1A1,KCNJ8,NPNT,ASCL1,ARC,FERMT1,ETV4,SLIT2,VSTM4,FZD7,TMEM98,PALM,FAT1,AKR1C2,TFAP2A,GDA,FOXQ1,COMP,ENPP1,IRX5,NES,COL27A1,PITX1,CAMK2B,PCDHGB5,NFASC,ZBED2,EXPH5,ELN,AICDA,LRATD1,CPS1,MFAP2,THY1,NTNG1,THBS2,TIE1,LAMA4,EMP2,LAMA3,ERRFI1,PHLDB1,SEMA3F,RASAL2,FBN1,NPHS1,PUS7,BARX2,EGR2,HNF4G,SLC39A14,LRFN5,IGSF3,ASPM,AURKA,DSC3,PCDHGB4,LRIG3,PTHLH,ASS1,NGEF,CDH17,CCNO
down	GO:0009888	tissue development	GO:BP	1.15e-22	98	2032	0.3053	0.0482	EFEMP1,COL3A1,STC2,KRT19,WNT5A,EPCAM,ANKRD1,SOX9,COL1A1,NR2F2,PKP3,LIF,CCN2,COL5A1,TNC,AGR2,COL1A2,PKP1,DLX3,MAGI1,CCND1,CCN1,FOXF2,IQGAP3,COL8A1,HOXC11,SALL4,FN1,IRX2,SLC44A4,DKK1,MMP2,TBX18,KLF15,IL17A,FST,TJP1,IL6,CENPF,FGF18,IFNG,ITGB8,ESRP1,FERMT2,CLDN1,SERPINH1,COL4A1,DSG2,FGF1,SPP1,EBF2,ONECUT2,KRT7,INHBA,LAMC2,NFATC4,FGF23,SIX1,HNF1B,LAMB3,SULF1,MYH14,CYP1A1,KCNJ8,NPNT,ASCL1,ARC,FERMT1,ETV4,SLIT2,FZD7,FAT1,AKR1C2,TFAP2A,FOXQ1,COMP,ENPP1,COL27A1,PITX1,ZBED2,EXPH5,ELN,CPS1,NTNG1,TIE1,EMP2,LAMA3,ERRFI1,PHLDB1,SEMA3F,RASAL2,NPHS1,PUS7,BARX2,EGR2,SLC39A14,PTHLH,CCNO
down	GO:0009653	anatomical structure morphogenesis	GO:BP	4.84e-21	112	2713	0.3489	0.0413	EFEMP1,COL3A1,KRT19,WNT5A,TEAD4,ANKRD1,SOX9,COL1A1,NR2F2,FLNC,LIF,CCN2,COL5A1,TNC,CDH11,AGR2,CREB3L1,F3,COL1A2,DLX3,MAGI1,EFNA2,TM4SF1,IGF2BP1,CCN1,FOXF2,SKOR2,COL8A1,HOXC11,SALL4,PARVA,HOXC8,TREH,FN1,IRX2,CAP2,SLC44A4,DKK1,MEIS2,MMP2,TBX18,PTPN14,FST,TJP1,IL6,FGF18,ITGB8,FAIM2,RBFOX2,CDH13,FERMT2,ENAH,SERPINH1,SLC1A1,COL4A1,FGF1,SPP1,PTGIS,ONECUT2,DCN,INHBA,CDH15,NFATC4,HNF4A,SHROOM3,FGF23,SIX1,HNF1B,FOXG1,CCBE1,LAMB3,SULF1,MYH14,EFNB3,KCNJ8,NPNT,ARC,FERMT1,SLIT2,VSTM4,FZD7,PALM,FAT1,TFAP2A,FOXQ1,COMP,IRX5,NES,COL27A1,PITX1,CAMK2B,NFASC,ELN,LRATD1,MFAP2,THY1,NTNG1,THBS2,TIE1,EMP2,LAMA3,ERRFI1,PHLDB1,SEMA3F,FBN1,NPHS1,BARX2,EGR2,AURKA,LRIG3,NGEF,CDH17
down	GO:0007155	cell adhesion	GO:BP	1.77e-18	78	1530	0.2430	0.0510	TMEM47,COL3A1,IL2,WNT5A,EPCAM,PLA2G2A,SOX9,COL1A1,PKP3,LIF,CCN2,COL5A1,TNC,CDH11,AGR2,TRIM29,CCDC80,PKP1,RND3,MAGI1,CCN1,SPRY4,CLDN18,EPB41L4B,COL8A1,PARVA,CLCA2,COL6A3,FN1,KIRREL1,COL6A2,MMP2,EFS,BCAR1,TJP1,IL6,ITGA11,IFNG,ITGB8,CDH13,FERMT2,IL23R,CLDN1,CLDN11,DSG2,SPP1,ONECUT2,LAMC2,CDH15,LAMB3,EFNB3,DST,CNTN3,NPNT,FERMT1,FZD7,FAT1,COMP,PCDHGB5,NFASC,C1QTNF1,THY1,NTNG1,THBS2,LAMA4,EDIL3,EMP2,NECTIN4,LAMA3,OMD,FBN1,NPHS1,LRFN5,DSC3,PCDHGB4,ASS1,CDH17,ITGBL1
down	GO:0032501	multicellular organismal process	GO:BP	2.91e-18	195	7322	0.6075	0.0266	EFEMP1,HSPB7,COL3A1,STC2,CSF2,TFF1,IL2,KRT19,WNT5A,EPCAM,TEAD4,PLA2G2A,ANKRD1,SOX9,COL1A1,MAL2,NR2F2,TEAD1,TSPAN8,TUSC3,PKP3,LIF,CCN2,MT1G,BDKRB2,COL5A1,TNC,CDH11,AGR2,CHAC1,CHST3,CREB3L1,F3,NMU,COL1A2,PKP1,PDLIM4,DLX3,HOXC6,EFNA2,CCL1,CCND1,TM4SF1,IGF2BP1,CCN1,BICC1,SPRY4,FOXF2,CLDN18,SKOR2,IQGAP3,EPB41L4B,KIAA1217,COL8A1,HOXC11,SALL4,PARVA,HOXC8,LUM,B4GALNT1,FN1,IRX2,TCIM,KIRREL1,SLC44A4,CSF3,DKK1,MEIS2,RNF128,MMP2,TBX18,KLF15,IL17A,PTPN14,FST,TJP1,IL6,PTPRG,ITGA11,SLC2A10,CENPF,FGF18,IFNG,ITGB8,ESRP1,FAIM2,RBFOX2,CDH13,FERMT2,IL23R,CLDN1,ENAH,SERPINH1,CCNB1,SLC1A1,CLDN11,COL4A1,DSG2,RAET1G,GFRA1,FGF1,TFAP2C,SPP1,EBF2,PTGIS,PRDM16,ONECUT2,DCN,KRT7,INHBA,NEK2,NFATC4,HNF4A,MB,SHROOM3,FGF23,PLA2R1,SIX1,TOP2A,HNF1B,SEZ6L2,FOXG1,CCBE1,DZIP1,LAMB3,HEPH,BDKRB1,SULF1,MYH14,EFNB3,CYP1A1,KCNJ8,CIART,NPNT,ASCL1,ARC,FERMT1,ETV4,SLIT2,VSTM4,PPP1R1B,FZD7,TMEM98,PALM,FAT1,AKR1C2,TFAP2A,SLC7A2,GDA,FOXQ1,COMP,ENPP1,IRX5,NES,COL27A1,PITX1,CAMK2B,PCDHGB5,SLC16A1,NFASC,ZBED2,ELN,AICDA,CPS1,C1QTNF1,MFAP2,THY1,NTNG1,THBS2,TIE1,LAMA4,EMP2,PLAT,LAMA3,ERRFI1,PHLDB1,SEMA3F,RASAL2,FBN1,NPHS1,BARX2,EGR2,SLC39A14,LRFN5,GJD2,IGSF3,ASPM,AURKA,DSC3,PCDHGB4,LRIG3,PTHLH,ASS1,NGEF,CDH17
down	GO:0005201	extracellular matrix structural constituent	GO:MF	7.04e-18	28	167	0.0856	0.1677	EFEMP1,MXRA5,COL3A1,COL1A1,COL5A1,TNC,COL1A2,CCN1,COL8A1,COL6A3,LUM,FN1,COL6A2,COL4A1,FMOD,DCN,LAMC2,LAMB3,NPNT,COMP,COL27A1,ELN,MFAP2,THBS2,LAMA4,EDIL3,LAMA3,FBN1
down	GO:0062023	collagen-containing extracellular matrix	GO:CC	1.48e-17	38	397	0.1162	0.0957	EFEMP1,MXRA5,COL3A1,GPC6,WNT5A,COL1A1,CCN2,COL5A1,TNC,F3,COL1A2,CCDC80,CCN1,COL8A1,COL6A3,LUM,FN1,COL6A2,MMP2,CDH13,IGFBPL1,SERPINH1,COL4A1,FMOD,DCN,LAMC2,LAMB3,SULF1,NPNT,COMP,COL27A1,ELN,MFAP2,THBS2,LAMA4,EDIL3,LAMA3,FBN1
